연번,기업명(자발적 협약 기업),제품명,품목,자가검사번호(신고번호)
1275,보령메디앙스㈜,비앤비)NEW세제1500ml(용기) / 1800ml(용기) /2500ml(용기) / 800ml(캡리필) / 1300ml(캡리필) / 2100ml(캡리필),액체형,C-A02B-H00050001-A151
1276,보령메디앙스㈜,비앤비)NEW유연제(자스민)1500ml(용기) / 1800ml(용기) / 2500ml(용기) / 800ml(캡리필) / 1300ml(캡리필) / 2100ml(캡리필),액체형,C-A04B-H00060002-A151
1277,보령메디앙스㈜,비앤비)NEW유연제(베르가못)1500ml(용기) /1800ml(용기) / 800ml(캡리필) /1300ml(캡리필) / 2100ml(캡리필),액체형,C-A04B-H00060002-A151
1278,보령메디앙스㈜,비앤비)NEW얼룩제거제500ml,분무형,C-A01B-H00190003-A151
1279,보령메디앙스㈜,비앤비)간편얼룩제거제30ml,액체형,C-A01B-H00190002-A151
1280,보령메디앙스㈜,비앤비)NEW안심제균스프레이300ml(투명용기) / 250ml(리필),분무형,C-A01B-H019001-A150
1281,보령메디앙스㈜,비앤비)프리미엄 세제1L(용기) / 1L(리필),액체형,C-A02B-H00050005-A180
1282,보령메디앙스㈜,비앤비)프리미엄 유연제1L(용기) / 1L(리필),액체형,C-A04B-H00060004-A180
1283,보령메디앙스㈜,닥터아토)세제(알러지케어) 1800ml / 1500ml(리필) / 1800ml(리필),액체형,C-A02B-H00050004-A151
1284,보령메디앙스㈜,닥터아토)유연제(알러지케어) 1800ml / 1500ml(리필) / 1800ml(리필),액체형,C-A04B-H00060003-A180
1285,보령메디앙스㈜,닥터아토)농축유연제(진드기케어) 1000ml / 1000ml(리필),액체형,C-A04B-H00060001-A151
1286,(유)에스씨존슨코리아,그레이드 향기걸이 레몬,함침형,F-A09B-R016001-A15
1287,(유)에스씨존슨코리아,그레이드 향기걸이 라벤더,함침형,F-A09B-R016001-A15
1288,(유)에스씨존슨코리아,그레이드 향기걸이 자스민,함침형,F-A09B-R016001-A15
1289,(유)에스씨존슨코리아,그레이드 센세이션 레몬,에멀션형,F-A09B-R00170005-A18
1290,(유)에스씨존슨코리아,그레이드 센세이션 스위티피치,에멀션형,F-A09B-R00170004-A18
1291,(유)에스씨존슨코리아,그레이드 센세이션 정원의 휴식,에멀션형,F-A09B-R00170006-A18
1292,(유)에스씨존슨코리아,그레이드 센세이션 라벤더,에멀션형,F-A09B-R00170001-A15
1293,(유)에스씨존슨코리아,그레이드 센세이션 순면향,에멀션형,F-A09B-R00170003-A15
1294,(유)에스씨존슨코리아,그레이드 터치후레쉬 라벤더,스프레이형(에어로졸,F-A10B-T00040001-A15
1295,(유)에스씨존슨코리아,그레이드 터치후레쉬 레몬,스프레이형(에어로졸,F-A10B-T00040001-A15
1296,(유)에스씨존슨코리아,그레이드 자동분사기 피오니&베리 딜라이트,스프레이형(에어로졸,F-A10B-T003001-A15
1297,(유)에스씨존슨코리아,그레이드 자동분사기 라벤다&바닐라,스프레이형(에어로졸,F-A10B-T003001-A15
1298,(주) 유한양행,아름다운세제 BOL 드럼용,액체형,E-A02B-H001002-A15
1299,(주) 유한양행,아름다운세제 BOL 일반용,액체형,E-A02B-H001002-A15
1300,(주) 유한양행,미리내 세탁세제 드럼용,액체형,E-A02B-H001011-A16
1301,(주) 유한양행,아름다운세제 BOL 겸용,액체형,E-A02B-H001002-A15
1302,(주) 유한양행,미리내 세정제 (욕실용),스프레이형(분무),E-A01B-H004005-A16
1303,(주) 유한양행,미리내 세정제 (주방용),스프레이형(분무),E-A01B-H004004-A16
1304,㈜유한크로락스,유한젠 100% 과탄산소다,분말형,"1) 세정제 : F-A01B-H00020008-A170A
2) 표백제 : F-A03B-H0"
1305,㈜유한크로락스,유한젠,분말형,E-A03B-H00030001-A160B
1306,㈜유한크로락스,유한젠 가드니아향,분말형,F-A03B-H00130004-A170A
1307,㈜유한크로락스,유한젠 멀티액션,분말형,F-A03B-H00130006-A170A
1308,㈜유한크로락스,유한젠 액체형,액체형,F-A03B-H00130003-A170A
1309,㈜유한크로락스,유한락스 후레쉬,액체형,"F-B01B-H00010001-A151B,  
F-A03B-H00130002-A160B"
1310,㈜유한크로락스,유한락스 후로랄,액체형,"F-B01B-H00010002-A151B, 
F-A03B-H00130001-A160B"
1311,㈜유한크로락스,유한락스 주방청소용,스프레이형(분무),E-A01B-H00150001-A160C
1312,㈜유한크로락스,유한락스 욕실청소용,스프레이형(분무),F-A01B-H00020005-A151B
1313,㈜유한크로락스,유한락스 곰팡이제거제,스프레이형(분무),F-A01B-H00020002-A151B
1314,㈜유한크로락스,유한 펑크린,액체형,F-A01A-H00020006-A151B
1315,㈜유한크로락스,"하나로 크린업락스 욕실찌든때, 냄새제거를 한방에",액체형,F-A01B-H00020001-A151D
1316,㈜유한크로락스,하나로 크린업락스 꽉 막힌 배수관을 한방에,액체형,F-A01A-H00020006-A151B
1317,㈜유한크로락스,펑크린 더블액션,에멀션형,F-A01B-H00020007-A151B
1318,㈜유한크로락스,유한락스 파워젤,에멀션형,F-A01B-H00020004-A151B
1319,㈜유한크로락스,유한락스 플러스세제,에멀션형,F-A01B-H00020003-A151B
1320,유한킴벌리㈜,크리넥스변기시트크리너 (무향),리필형(스프레이형),C-A01B-T011001-A150
1321,유한킴벌리㈜,크리넥스가즈맨변기세정제시트러스향,액체형(리필형),C-A01B-R00060002-A170
1322,유한킴벌리㈜,크리넥스가즈맨변기세정제후레쉬향,액체형(리필형),C-A01B-R00060002-A170
1323,유한킴벌리㈜,크리넥스셀방향제오션향,액체형,C-A09B-R008003-A150
1324,유한킴벌리㈜,크리넥스셀방향제과일향,액체형,C-A09B-R008004-A150
1325,유한킴벌리㈜,크리넥스셀방향제라벤더향,액체형,C-A09B-R008005-A150
1326,유한킴벌리㈜,크리넥스셀방향제체리향,액체형,C-A09B-R00580001-A170
1327,유한킴벌리㈜,크리넥스셀방향제시트러스향,액체형,C-A09B-R00580002-A180
1328,이마트,노브랜드 서랍장용&신발장용 습기제거제 3개입,분말형,F-A18B-H00040002-A180
1329,(주)불스원,"그라스 레스떼렐 화이트머스크	",액체형,"D-A09B-J005018-A150		"
1330,(주)불스원,흠집제거광택복원키트 흠집제거컴파운드,에멀션형,"G-A05B-J00010012-A170	"
1331,(주)불스원,2스텝 컴파운드 스텝2,에멀션형,"G-A05B-J00010019-A170	"
1332,(주)불스원,RainOK 2in1,스프레이형(분무),G-A01B-J001013-A170
1333,(주)불스원,퍼스트클래스 물없이 간편세차,스프레이형(분무),"D-A01B-J002030-A160	"
1334,(주)불스원,2스텝 컴파운드 스텝1,에멀션형,"G-A05B-J00010020-A170	"
1335,(주)불스원,퍼스트클래스 3스텝 컴파운드 미니 키트 스텝3,에멀션형,"G-A05B-J00010013-A170	"
1336,(주)불스원,퍼스트클래스 3스텝 컴파운드 미니 키트 스텝2,에멀션형,G-A05B-J00010018-A170
1337,아성다이소,LED비즈방향제(라벤더)100g,비즈형,E-A09B-R011001-A160
1338,아성다이소,LED비즈방향제(스쿼시)100g,비즈형,E-A09B-R011001-A160
1339,㈜엘지생활건강,현대차 맥스크루즈 카퍼퓸,함침물형,D-A09B-H030007-A160
1340,㈜엘지생활건강,현대차 싼타페 카퍼퓸,함침물형,D-A09B-H025001-A160
1341,㈜엘지생활건강,네이처러스 베이킹소다 냉장고 탈취 300,분말형,F-A10B-H022001-A150
1342,㈜엘지생활건강,홈스타 베이킹소다 냉장고 탈취제 450g*2입,분말형,F-A10B-H022001-A150
1343,(주)불스원,퍼스트클래스 광택복원왁스,에멀션형,"D-A05B-J001005-A150	"
1344,(주)불스원,퍼스트클래스 코팅왁스,에멀션형,"D-A05B-J001009-A150	"
1345,(주)불스원,크리스탈 코트,스프레이형(분무),D-A05B-J001008-A150
1346,(주)불스원,퍼스트클래스 고광택왁스,스프레이형(분무),"D-A05B-J001003-A150	"
1347,㈜엘지생활건강,쿠치나 크랩버블 2제,액체형,F-A01B-H005002-A150
1348,㈜엘지생활건강,"Mr.홈스타 싱크대배수관 살균, 탈취 클리너(2제)",액체형,F-A01B-H005002-A150
1349,㈜엘지생활건강,Mr.홈스타 속 시원한 변기 세정제(2제),액체형,F-A01B-A008031-A160
1350,㈜엘지생활건강,Mr.홈스타 보글보글 발포 변기 세정제,분말형,F-A01B-A008016-A150
1351,㈜엘지생활건강,Mr.홈스타 변기 세정제,고체형,F-A01B-A008017-A150
1352,(주)불스원,퍼스트클래스 왁스,에멀션형,D-A05B-J001011-A150
1353,(주)불스원,나노테크왁스(흰색),에멀션형,D-A05B-J001010-A150
1354,(주)불스원,"살라딘 에어컨 히터 탈취 훈증캔(무향)	",훈증형,"D-A10B-J002002-A150	"
1355,㈜피죤,피죤 리치퍼퓸 트로피칼판타지,,E-A04B-A00050004-A151Bch
1356,㈜피죤,액츠 퍼펙트 베이킹소다,,E-A02B-A00070002-A151Ach
1357,㈜피죤,액츠 퍼펙트 안티박,,E-A02B-A00070002-A151Ach
1358,㈜피죤,액츠 프리미엄 젤 프레시,,E-A02B-A00070003-A151Ach
1359,㈜피죤,액츠 프리미엄 젤 유칼립투스,,E-A02B-A00070003-A151Ach
1360,㈜피죤,액츠 프리미엄,,E-A02B-A00070003-A151Ach
1361,㈜피죤,액츠 데오후레쉬 일반드럼 겸용,,E-A02B-A00070006-A151Ach
1362,㈜피죤,액츠 퍼펙트 고농축,,E-A02B-A00070002-A151Ach
1363,㈜피죤,액츠 데오후레쉬 베이킹소다,,E-A02B-A00070006-A151Ach
1364,㈜피죤,울터치 소프트펄,,E-A02B-A00070004-A151Ach
1365,(주)불스원,퍼스트클래스 휠 세정광택제,폼형,"G-A05B-J001001-A170	"
1366,(주)불스원,퍼스트클래스 타이어 세정광택제,폼형,"G-A05B-J001002-A170, G-A01B-J001007-A170"
1367,(주)불스원,"살라딘 에어컨 히터 탈취 훈증캔(민트향)	",훈증형,"D-A10B-J002002-A150	"
1368,㈜피죤,무균무때 바닥청소용,액상형,E-A01B-A009001-A170
1369,(주)불스원,"살라딘 에어컨 히터 탈취 훈증캔(숲속향)	",훈증형,"D-A10B-J002001-A150	"
1370,(주)불스원,"살라딘 차량 실내용 탈취 훈증캔 (쿨아쿠아향)	",훈증형,"D-A10B-J002001-A150	"
1371,(주)불스원,살라딘 차량 실내용 탈취 훈증캔 담배냄새제거용,훈증형,"D-A10B-J002001-A150	"
1372,(주)불스원,"살라딘 차량 실내용 탈취 훈증캔 (민트향)	",훈증형,"D-A10B-J002001-A150	"
1373,(주)불스원,"살라딘 차량 실내용 탈취 훈증캔 (숲속향)	",훈증형,"D-A10B-J002001-A150	"
1374,(주)불스원,"살라딘 차량 실내용 탈취 훈증캔 SUV용 (숲속향)	",훈증형,"D-A10B-J002001-A150	"
1375,(주)불스원,"그라스 레스떼렐 나폴리블루	",액체형,"D-A09B-J005018-A150	"
1376,(주)불스원,"프리미엄 간편탈취 레몬만다린	",스프레이형(분무),"G-A10B-J002001-A170	"
1377,(주)불스원,"프리미엄 간편탈취 아쿠아	",스프레이형(분무),"G-A10B-J002001-A170	"
1378,(주)불스원,"프리미엄 간편탈취 숲속향	",스프레이형(분무),"G-A10B-J002001-A170	"
1379,(주)불스원,"살라딘 삼중탈취 아쿠아향	",에멀션형,"D-A10B-J002007-A150	"
1380,(주)불스원,"살라딘 삼중탈취 숲속향	",에멀션형,"D-A10B-J002007-A150	"
1381,(주)불스원,"살라딘 삼중탈취 자몽향	",에멀션형,"D-A10B-J002007-A150	"
1382,(주)불스원,"냄새제로 스프레이 시크릿가든	",스프레이형(분무),"G-A10B-J0040001-A170	"
1383,(주)불스원,"냄새제로 스프레이 마운틴 미스트	",스프레이형(분무),"G-A10B-J0040001-A170	"
1384,(주)불스원,폴라프레쉬 보그 화이트 플라워,에멀션형,"G-A09B-A011004-A170	"
1385,(주)불스원,"폴라프레쉬 보그 블랙베리	",에멀션형,"G-A09B-A011004-A170	"
1386,(주)불스원,"그라스 레스떼렐 피렌체아이리스	",액체형,"D-A09B-J005018-A150	"
1387,(주)불스원,"폴라프레쉬 보그 자몽	",에멀션형,"G-A09B-A011004-A170	"
1388,(주)불스원,"폴라프레쉬 보그 아쿠아	",에멀션형,"G-A09B-A011004-A170	"
1389,(주)불스원,"폴라프레쉬 보그 라벤더	",에멀션형,"G-A09B-A011004-A170	"
1390,(주)불스원,"폴라프레쉬 보그 피치	",에멀션형,"G-A09B-A011004-A170	"
1391,(주)불스원,"폴라프레쉬 보그 에스프레소	",에멀션형,"G-A09B-A011004-A170	"
1392,(주)불스원,"폴라프레쉬 벤트스틱 코튼	",함침물형,"G-A09B-R017001-A170	"
1393,(주)불스원,폴라프레쉬 벤트스틱 모히또,함침물형,"G-A09B-R017001-A170	"
1394,(주)불스원,"폴라프레쉬 벤트스틱 아쿠아	",함침물형,"G-A09B-R017001-A170	"
1395,(주)불스원,"폴라프레쉬 선바이저 부부_프레쉬베리	",에멀션형,"G-A09B-A011002-A170	"
1396,(주)불스원,"폴라패밀리 선바이저 샤샤_스윗프리지아	",에멀션형,"G-A09B-A011001-A170	"
1397,(주)불스원,"그라스 레스떼렐 불가리안로즈	",액체형,"D-A09B-J005018-A150	"
1398,(주)불스원,"폴라프레쉬 선바이저 담배냄새제거용	",액체형,"G-A09B-A011001-A160	"
1399,(주)불스원,"폴라프레쉬 선바이저 자몽	",액체형,"D-A09B-J005022-A150	"
1400,(주)불스원,"폴라프레쉬 선바이저 플로럴	",액체형,"D-A09B-J005009-A150	"
1401,(주)불스원,"폴라프레쉬 선바이저 아쿠아	",액체형,"D-A09B-J005006-A150	"
1402,(주)불스원,"폴라프레쉬 선바이저 모히또	",액체형,"D-A09B-J005003-A150	"
1403,(주)불스원,"폴라프레쉬 선바이저 라벤더	",액체형,"D-A09B-J005011-A150	"
1404,(주)불스원,"폴라프레쉬 룸미러걸이 샤샤	",액체형,"D-A09B-J005009-A150	"
1405,(주)불스원,"폴라프레쉬 룸미러걸이 마요	",액체형,"D-A09B-J005012-A150	"
1406,(주)불스원,"폴라프레쉬 룸미러걸이 부부	",액체형,D-A09B-J005006-A150
1407,(주)불스원,"폴라프레쉬 대시보드 펭구	",액체형,"D-A09B-J005008-A150	"
1408,(주)불스원,"그라스 레스떼렐 아쿠아웨이브	",액체형,"D-A09B-J005018-A150	"
1409,(주)불스원,"폴라프레쉬 대시보드 마요	",액체형,"D-A09B-J005012-A150	"
1410,(주)불스원,"폴라프레쉬 대시보드 샤샤	",액체형,"D-A09B-J005009-A150	"
1411,(주)불스원,"폴라프레쉬 대시보드 몽이	",액체형,"D-A09B-J005011-A150	"
1412,(주)불스원,폴라프레쉬 대시보드 부부,액체형,"D-A09B-J005006-A150	"
1413,(주)불스원,"폴라프레쉬 통풍구 스컬	",액체형,"D-A09B-J005007-A150	"
1414,(주)불스원,폴라프레쉬 통풍구 펭구,액체형,"D-A09B-J005008-A150	"
1415,(주)불스원,폴라프레쉬 통풍구 마요,액체형,"D-A09B-J005012-A150	"
1416,(주)불스원,폴라프레쉬 통풍구 키키,액체형,D-A09B-J005022-A150
1417,(주)불스원,폴라프레쉬 통풍구 샤샤,액체형,D-A09B-J005009-A150
1418,(주)불스원,폴라프레쉬 통풍구 부부,액체형,"D-A09B-J005006-A150	"
1419,(주)불스원,"그라스 통풍구 디퓨저 퓨어코튼	",액체형,"G-A09B-A00110004-A18	"
1420,(주)불스원,폴라프레쉬 통풍구 유령,액체형,D-A09B-J005003-A15
1421,(주)불스원,폴라프레쉬 통풍구 몽이,액체형,D-A09B-J005011-A150
1422,(주)불스원,그라스 디퓨저(2탄) 자스민&베르가못,액체형,D-A09B-A058005-A160
1423,(주)불스원,그라스 디퓨저(2탄) 우디&라즈베리,액체형,D-A09B-A058005-A160
1424,(주)불스원,그라스 디퓨저(2탄) 자몽&오렌지,액체형,D-A09B-A058005-A160
1425,(주)불스원,그라스 디퓨저(1탄) 퓨어코튼,액체형,D-A09B-A058005-A160
1426,(주)불스원,그라스 디퓨저(1탄) 페어&프리지아,액체형,D-A09B-A058005-A160
1427,(주)불스원,그라스 디퓨저(1탄) 자몽&피오니,액체형,D-A09B-A058005-A160
1428,(주)불스원,그라스 디퓨저(1탄) 블랙베리&체리,8801324207,D-A09B-A058005-A160
1429,(주)불스원,크리스탈 휠크리너,폼형,"D-A01B-J002029-A160	"
1430,(주)불스원,"그라스 통풍구 디퓨저 쿨아쿠아	",액체형,"G-A09B-A00110004-A18	"
1431,(주)불스원,크리스탈 실내크리너,스프레이형(분무),"G-A01B-J001012-A170, G-A05B-J001005-A170	"
1432,(주)불스원,"그라스 통풍구 디퓨저 자몽&피오니	",액체형,"G-A09B-A00110004-A18	"
1433,(주)불스원,유막제거 이지그립,에멀션형,"G-A01B-J00010014-A170	"
1434,(주)불스원,퍼스트클래스 프리미엄 3in1 유리크리너,스프레이형(분무),"G-A01B-J001010-A170	"
1435,(주)불스원,퍼스트클래스 유리크리너,스프레이형(분무),"D-A01B-J002007-A150	"
1436,(주)불스원,그라스 통풍구 디퓨저 블랙베리&체리,액체형,G-A09B-A00110004-A18
1437,(주)불스원,크리스탈 컴파운드,에멀션형,"G-A05B-J00010002-A180	"
1438,(주)불스원,퍼스트클래스 미세흠집제거 컴파운드,에멀션형,G-A05B-J00010019-A170
1439,(주)불스원,퍼스트클래스 굵은흠집제거컴파운드,에멀션형,G-A05B-J00010020-A170
1440,(주)불스원,흠집제거광택복원키트 광택복원제,에멀션형,"G-A05B-J00010013-A170	"
1441,(주)불스원,RainOK 발수코팅 SPEED,스프레이형(분무),"D-A05B-J001004-A150	"
1442,㈜무궁화,오클린 다목적 세정제 (주방),스프레이형(분무형),F-A01B-H00180001-A15
1443,㈜무궁화,오클린 다목적 세정제 (욕실),스프레이형(분무형),F-A01B-H00180001-A15
1444,㈜무궁화,무궁화 다목적 세정제 (욕실),스프레이형(분무형),F-A01B-H00180001-A15
1445,㈜무궁화,무궁화 다목적 세정제 (주방),스프레이형(분무형),F-A01B-H00180001-A15
1446,㈜무궁화,오클린 베이킹소다,분말형,F-A01B-H018004-A16
1447,㈜무궁화,오클린 액체세제,액체형,F-A02B-H00100003-A15
1448,㈜무궁화,오클린 액체세제-온라인용,액체형,F-A02B-H00100003-A15
1449,㈜무궁화,오클린 베이비 액체세제-온라인용,액체형,F-A02B-H00100003-A15
1450,㈜무궁화,꽃초겔 울트라클린(일반)-홈플러스용,액체형,F-A02B-H00100003-A15
1451,㈜무궁화,꽃초겔 울트라클린(드럼)-홈플러스용,액체형,F-A02B-H00100003-A15
